시군구코드,지정년도,지정일자,업소명,소재지도로명,소재지지번,허가(신고)번호,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호,도로명주소,위도,경도,지정월,면적분류,구
3030000,2022,2022-01-18,용가네,서울특별시 성동구 금호산2길 13 (금호동3가),서울특별시 성동구 금호동3가  951번지 2호  ,3030000-101-2014-00299,한식,삼합,49.0,금호2.3가동,0262455353,서울특별시 성동구 금호산2길 13,37.5490408,127.019903,1,소형음식점,성동구
3030000,2022,2022-01-18,시원(SEAONE),서울특별시 성동구 상원10길 7 (성수동1가(지상1층)),서울특별시 성동구 성수동1가  13번지 66호  (지상1층),3030000-101-2005-00172,한식,회덮밥,60.48,성수1가제2동,02 4669722,서울특별시 성동구 상원10길 7,37.549726,127.0495238,1,소형음식점,성동구
3000000,2021,2021-12-30,늘마중,서울특별시 종로구 인사동10길 11-5 1층 (관훈동),서울특별시 종로구 관훈동  30번지 16호  ,3000000-101-2021-00138,한식,막걸리 전,59.5,종로1.2.3.4가동,02  730 2985,서울특별시 종로구 인사동10길 11-5,37.574408,126.9853476,12,소형음식점,종로구
3230000,2021,2021-12-21,강남 랭겹,서울특별시 송파구 올림픽로32길 29 유성빌딩 (방이동),서울특별시 송파구 방이동  70번지  유성빌딩,3230000-101-1988-12422,한식,삼겹살,54.02,방이1동,02 4216262,서울특별시 송파구 올림픽로32길 29,37.5144033,127.1093688,12,소형음식점,송파구
3230000,2021,2021-12-21,신흥토종한우,서울특별시 송파구 마천로51길 27-1 (마천동1층),서울특별시 송파구 마천동  191번지 9호  1층,3230000-101-2006-00177,한식,육류,99.0,마천1동,02 4085024,서울특별시 송파구 마천로51길 27-1,37.4965277,127.1509525,12,소형음식점,송파구
3230000,2021,2021-12-21,팔화당,서울특별시 송파구 송파대로 201 송파 테라타워2 A동 1층 121122123124호 (문정동),서울특별시 송파구 문정동  642번지  송파 테라타워2,3230000-101-2020-00160,한식,돼지고기 구이,161.51,문정1동,,서울특별시 송파구 송파대로 201,37.4874239,127.1193809,12,중형음식점,송파구
3230000,2021,2021-12-21,한국계 방이직영,서울특별시 송파구 오금로11길 7 제이타워빌딩 1층 (방이동),서울특별시 송파구 방이동  24번지 3호  제이타워빌딩,3230000-101-2021-00567,한식,닭숯불구이,200.0,방이1동,,서울특별시 송파구 오금로11길 7,37.5166574,127.1131104,12,중형음식점,송파구
3230000,2021,2021-12-21,서호 생갈비,서울특별시 송파구 올림픽로32길 49 지상1층 (방이동),서울특별시 송파구 방이동  102번지 2호  지상1층,3230000-101-2004-00559,통닭(치킨),생갈비,105.6,방이2동,02 4199289,서울특별시 송파구 올림픽로32길 49,37.5144033,127.1093688,12,중형음식점,송파구
3230000,2021,2021-12-21,아구킹,서울특별시 송파구 올림픽로8길 21 (잠실동),서울특별시 송파구 잠실동  193번지 9호  ,3230000-101-1993-14232,한식,아구찜,148.6,잠실본동,02 4127994,서울특별시 송파구 올림픽로8길 21,37.5112795,127.079573,12,중형음식점,송파구
3230000,2021,2021-12-21,방이식당,서울특별시 송파구 올림픽로32길 50 1층 2호 (방이동),서울특별시 송파구 방이동  101번지 7호  ,3230000-101-2020-00518,한식,백반,90.0,방이1동,,서울특별시 송파구 올림픽로32길 50,37.5144033,127.1093688,12,소형음식점,송파구
3230000,2021,2021-12-21,카츠단길,서울특별시 송파구 송파대로 201 송파 테라타워2 A동 1층 117 118 119호 (문정동),서울특별시 송파구 문정동  642번지  송파 테라타워2,3230000-101-2021-00399,한식,돈까스,116.4,문정1동,,서울특별시 송파구 송파대로 201,37.4874239,127.1193809,12,중형음식점,송파구
3230000,2021,2021-12-21,강남 소머리국밥,서울특별시 송파구 올림픽로12길 24 지상1층 (잠실동),서울특별시 송파구 잠실동  204번지 12호  지상1층,3230000-101-2012-00259,한식,해장국 소머리국밥,57.54,잠실본동,02  556 2088,서울특별시 송파구 올림픽로12길 24,37.5111975,127.0819626,12,소형음식점,송파구
3000000,2021,2021-12-16,회장님댁,서울특별시 종로구 삼일대로19길 20 1~4층 (관철동),서울특별시 종로구 관철동  14번지 5호  ,3000000-101-2019-00441,한식,전골 샤브샤브,445.45,종로1.2.3.4가동,02725 7772,서울특별시 종로구 삼일대로19길 20,37.5695694,126.9869109,12,대형음식점,종로구
3000000,2021,2021-12-16,말뚜기 감자탕,서울특별시 종로구 종로51길 23-9 1층 (창신동),서울특별시 종로구 창신동  581번지 30호  1층,3000000-101-2016-00071,식육(숯불구이),감자탕,48.92,창신제1동,,서울특별시 종로구 종로51길 23-9,37.57341,127.0113162,12,소형음식점,종로구
3090000,2021,2021-12-15,황금정원,서울특별시 도봉구 방학로 312 (방학동),서울특별시 도봉구 방학동  598번지 1호  ,3090000-101-2010-00114,한식,,194.2,방학제3동,02 9548881,서울특별시 도봉구 방학로 312,37.66281,127.01967,12,중형음식점,도봉구
3090000,2021,2021-12-15,신의주찹쌀순대도봉구청점,서울특별시 도봉구 마들로 664-5 104105호 (도봉동),서울특별시 도봉구 도봉동  636번지 15호  ,3090000-101-2021-00051,한식,,91.63,도봉제2동,,서울특별시 도봉구 마들로 664-5,37.6681414,127.0450636,12,소형음식점,도봉구
3090000,2021,2021-12-15,한스친친,서울특별시 도봉구 노해로 341 신원리베르텔 2층 202203204호 (창동),서울특별시 도봉구 창동  338번지  신원리베르텔-202~4,3090000-101-2019-00136,중국식,,236.0,창제5동,02  990 4143,서울특별시 도봉구 노해로 341,37.647923,127.025877,12,중형음식점,도봉구
3100000,2021,2021-12-14,장안동본참치 태릉직영점,서울특별시 노원구 동일로174길 7 1층 (공릉동),서울특별시 노원구 공릉동  617번지 18호  1층,3100000-101-2011-00284,한식,참치회,148.0,공릉1동,02 4959544,서울특별시 노원구 동일로174길 7,37.6193411,127.0761442,12,중형음식점,노원구
3100000,2021,2021-12-14,백송춘천닭갈비,서울특별시 노원구 동일로242길 39 인성빌딩 (상계동),서울특별시 노원구 상계동  1120번지 88호  인성빌딩,3100000-101-2018-00081,한식,닭갈비,87.32,상계1동,02   9399953,서울특별시 노원구 동일로242길 39,37.6748769,127.0585017,12,소형음식점,노원구
3100000,2021,2021-12-14,오감닭도리탕,서울특별시 노원구 석계로 13 (월계동),서울특별시 노원구 월계동  63번지 5호  ,3100000-101-2004-00487,한식,닭볶음탕,53.86,월계1동,9090107,서울특별시 노원구 석계로 13,37.6149158,127.0647959,12,소형음식점,노원구
3100000,2021,2021-12-14,스시웨이,서울특별시 노원구 동일로 1374 (상계동 2층),서울특별시 노원구 상계동  749번지  2층,3100000-101-2012-00159,일식,초밥,90.0,상계6.7동,02   9353774,서울특별시 노원구 동일로 1374,37.648236,127.0646802,12,소형음식점,노원구
3100000,2021,2021-12-14,신라강호,서울특별시 노원구 한글비석로 269 마들플라자 2층 207208호 (중계동),서울특별시 노원구 중계동  359번지 9호  마들플라자,3100000-101-2021-00236,외국음식전문점(인도태국등),마라탕,97.5,중계1동,02 9368887,서울특별시 노원구 한글비석로 269,37.64999,127.0767,12,소형음식점,노원구
3100000,2021,2021-12-14,산골식당,서울특별시 노원구 한글비석로15길 11 1층 (중계동),서울특별시 노원구 중계동  450번지 18호  1층,3100000-101-1999-05943,한식,만두전골,179.58,중계4동,02 9370333,서울특별시 노원구 한글비석로15길 11,37.6548902,127.073337,12,중형음식점,노원구
3100000,2021,2021-12-14,미가양꼬치,서울특별시 노원구 석계로 31 2층 (월계동),서울특별시 노원구 월계동  73번지 13호  ,3100000-101-1999-06580,한식,양꼬치,82.4,월계1동,02 9423432,서울특별시 노원구 석계로 31,37.6149158,127.0647959,12,소형음식점,노원구
3100000,2021,2021-12-14,전주콩나루콩나물국밥,서울특별시 노원구 노해로75길 14-25 (상계동),서울특별시 노원구 상계동  707번지 3호  ,3100000-101-1993-04077,한식,콩나물국밥,92.29,상계6.7동,02 9307111,서울특별시 노원구 노해로75길 14-25,37.654764,127.058122,12,소형음식점,노원구
3060000,2021,2021-12-10,본가왕해물찜,서울특별시 중랑구 용마산로129길 60 (신내동),서울특별시 중랑구 신내동  409번지 12호  ,3060000-101-2002-00725,한식,해물찜,60.15,신내1동,02  437 2030,서울특별시 중랑구 용마산로129길 60,37.6071489,127.09746906640277,12,소형음식점,중랑구
3060000,2021,2021-12-10,주식회사 100년설렁탕,서울특별시 중랑구 중랑역로 249 1층 (묵동),서울특별시 중랑구 묵동  233번지 103호  ,3060000-101-2021-00060,한식,설렁탕,98.0,묵제2동,,서울특별시 중랑구 중랑역로 249,37.5956561,127.0762847,12,소형음식점,중랑구
3060000,2021,2021-12-10,박가네,서울특별시 중랑구 공릉로 6 (묵동),서울특별시 중랑구 묵동  176번지 14호  ,3060000-101-2004-00605,한식,찌개,60.17,묵제1동,02  9777777,서울특별시 중랑구 공릉로 6,37.615651,127.0792211,12,소형음식점,중랑구
3060000,2021,2021-12-10,장안칼국수,서울특별시 중랑구 상봉중앙로 56 (상봉동),서울특별시 중랑구 상봉동  220번지 8호  ,3060000-101-1996-05938,분식,칼국수,59.4,상봉제1동,02 4388790,서울특별시 중랑구 상봉중앙로 56,37.5975499,127.0880254,12,소형음식점,중랑구
3060000,2021,2021-12-10,청진동해장국,서울특별시 중랑구 동일로 751 (중화동),서울특별시 중랑구 중화동  296번지 98호  ,3060000-101-2003-00368,한식,해장국,140.0,중화제2동,02  432 6089,서울특별시 중랑구 동일로 751,37.601927,127.0792868,12,중형음식점,중랑구
3060000,2021,2021-12-10,고기이발소,서울특별시 중랑구 겸재로 187-8 (면목동),서울특별시 중랑구 면목동  102번지 25호  ,3060000-101-2009-00146,호프/통닭,돼지고기 특수부위,111.42,면목본동,02  22085025,서울특별시 중랑구 겸재로 187-8,37.5900621,127.0950818,12,중형음식점,중랑구
3060000,2021,2021-12-10,장어촌,서울특별시 중랑구 중랑천로12길 45-2 1~2층 (상봉동),서울특별시 중랑구 상봉동  130번지 101호  ,3060000-101-2018-00183,한식,장어구이,87.72,상봉제2동,,서울특별시 중랑구 중랑천로12길 45-2,37.5929328,127.0757379,12,소형음식점,중랑구
3150000,2021,2021-12-02,쿠타니,서울특별시 강서구 화곡로 350 SJ라벨라 2층 203호 (화곡동),서울특별시 강서구 화곡동  1111번지  SJ라벨라 2층-203,3150000-101-2020-00812,일식,회석요리 초밥,173.88,화곡제6동,,서울특별시 강서구 화곡로 350,37.5420589,126.842453,12,중형음식점,강서구
3070000,2021,2021-11-30,성북동함박스테이크,서울특별시 성북구 성북로 148-3 (성북동 1층),서울특별시 성북구 성북동  266번지 1호  1층,3070000-101-2014-00275,경양식,함박스테이크,76.07,성북동,,서울특별시 성북구 성북로 148-3,37.5887605,127.0050308,11,소형음식점,성북구
3070000,2021,2021-11-30,감나무,서울특별시 성북구 장위로 87 1층 (장위동),서울특별시 성북구 장위동  225번지 45호  ,3070000-101-2021-00184,한식,찜류,116.96,장위제1동,,서울특별시 성북구 장위로 87,37.61373,127.03915,11,중형음식점,성북구
3070000,2021,2021-11-30,돌쌈,서울특별시 성북구 장월로26길 11 (장위동),서울특별시 성북구 장위동  76번지 216호  ,3070000-101-2008-00273,한식,쭈꾸미요리,49.5,장위제1동,02  909 4202,서울특별시 성북구 장월로26길 11,37.6172735,127.0508581,11,소형음식점,성북구
3070000,2021,2021-11-30,완이네해물감자탕,서울특별시 성북구 보국문로20길 18 대선빌딩 1층 (정릉동),서울특별시 성북구 정릉동  260번지 29호  대선빌딩 1층,3070000-101-2021-00077,한식,감자탕,108.53,정릉제1동,,서울특별시 성북구 보국문로20길 18,37.6134723,127.0096938,11,중형음식점,성북구
3070000,2021,2021-11-30,산장두부촌,서울특별시 성북구 보국문로 205 (정릉동외2필지),서울특별시 성북구 정릉동  966번지 223호  외2필지,3070000-101-2007-00077,한식,보쌈,210.6,정릉제1동,02 9191599,서울특별시 성북구 보국문로 205,37.6063255,127.0104128,11,중형음식점,성북구
3070000,2021,2021-11-30,골목냉면<삼선교>,서울특별시 성북구 동소문로6길 3 (동소문동2가),서울특별시 성북구 동소문동2가  213번지  ,3070000-101-2002-00504,한식,냉면,75.4,삼선동,02  747 6580,서울특별시 성북구 동소문로6길 3,37.5889194,127.0081369,11,소형음식점,성북구
3070000,2021,2021-11-30,제나키친,서울특별시 성북구 화랑로11길 23 2층 (하월곡동),서울특별시 성북구 하월곡동  27번지 24호  ,3070000-101-2014-00331,분식,덮밥류 등,99.41,월곡제2동,,서울특별시 성북구 화랑로11길 23,37.6033584,127.0417989,11,소형음식점,성북구
3070000,2021,2021-11-30,한식집밥,서울특별시 성북구 개운사길 27 (안암동5가),서울특별시 성북구 안암동5가  147번지 5호  ,3070000-101-2006-00082,한식,한식뷔페,232.58,안암동,02 9536001,서울특별시 성북구 개운사길 27,37.5893884,127.029079,11,중형음식점,성북구
3070000,2021,2021-11-30,인생설렁탕,서울특별시 성북구 고려대로24길 24 지하1층 (안암동5가),서울특별시 성북구 안암동5가  102번지 28호  ,3070000-101-2020-00260,탕류(보신용),설렁탕,105.6,안암동,,서울특별시 성북구 고려대로24길 24,37.5852662,127.0292394,11,중형음식점,성북구
3190000,2021,2021-11-29,辛돈까스,서울특별시 동작구 여의대방로24길 107 (대방동),서울특별시 동작구 대방동  407번지 27호  1층,3190000-101-2001-08394,경양식,돈까스,94.84,대방동,02  823 8589,서울특별시 동작구 여의대방로24길 107,37.499102,126.9260285,11,소형음식점,동작구
3190000,2021,2021-11-29,참치마니아,서울특별시 동작구 동작대로7길 12 2층 (사당동),서울특별시 동작구 사당동  1030번지 10호  ,3190000-101-2017-00101,회집,참치,92.4,사당제1동,02582 3737,서울특별시 동작구 동작대로7길 12,37.4785745,126.9793959,11,소형음식점,동작구
3190000,2021,2021-11-29,어머나생고기,서울특별시 동작구 만양로18길 10 (노량진동2층),서울특별시 동작구 노량진동  126번지 15호  2층,3190000-101-2011-00041,통닭(치킨),삼겹살,126.3,노량진제1동,,서울특별시 동작구 만양로18길 10,37.5130573,126.9454215,11,중형음식점,동작구
3190000,2021,2021-11-29,다독이네 숯불구이 2호점,서울특별시 동작구 만양로18길 15 1층 (노량진동),서울특별시 동작구 노량진동  148번지 57호  ,3190000-101-1992-00313,정종/대포집/소주방,돼지갈비,110.67,노량진제1동,02 8221370,서울특별시 동작구 만양로18길 15,37.5130573,126.9454215,11,중형음식점,동작구
3190000,2021,2021-11-29,가장맛있는족발보라매역점,서울특별시 동작구 상도로 4 (대방동),서울특별시 동작구 대방동  400번지 5호  ,3190000-101-2010-00055,통닭(치킨),족발,82.65,대방동,02  823 3989,서울특별시 동작구 상도로 4,37.5029252,126.9358591,11,소형음식점,동작구
3190000,2021,2021-11-29,마라농장,서울특별시 동작구 장승배기로 138 1층 (노량진동),서울특별시 동작구 노량진동  233번지 6호  부광장여관,3190000-101-2019-00265,중국식,마라탕,66.0,노량진제1동,,서울특별시 동작구 장승배기로 138,37.504143,126.9392147,11,소형음식점,동작구
3190000,2021,2021-11-29,옛날그집,서울특별시 동작구 장승배기로 121-2 1층 (노량진동),서울특별시 동작구 노량진동  308번지 24호  ,3190000-101-2014-00169,기타,삼겹살,52.23,노량진제2동,02  827 0678,서울특별시 동작구 장승배기로 121-2,37.504143,126.9392147,11,소형음식점,동작구
3190000,2021,2021-11-29,청기와 매운탕,서울특별시 동작구 여의대방로24라길 35 1층 (대방동),서울특별시 동작구 대방동  401번지 19호  ,3190000-101-2016-00035,한식,매운탕,58.96,대방동,02 8147088,서울특별시 동작구 여의대방로24라길 35,37.4988894,126.9224639,11,소형음식점,동작구
3190000,2021,2021-11-29,마포숯불갈비,서울특별시 동작구 보라매로 112 (대방동),서울특별시 동작구 대방동  406번지 6호  ,3190000-101-1987-06748,한식,등심 돼지갈비,128.17,대방동,02 8213330,서울특별시 동작구 보라매로 112,37.4997019,126.928198,11,중형음식점,동작구
3190000,2021,2021-11-29,정원분식,서울특별시 동작구 사당로28길 5 1층 (사당동),서울특별시 동작구 사당동  1006번지 1호  ,3190000-101-2018-00034,기타,떡볶이,105.0,사당제1동,02   5851279,서울특별시 동작구 사당로28길 5,37.4818003,126.9795029,11,중형음식점,동작구
3190000,2021,2021-11-29,소백양 훠궈샤브,서울특별시 동작구 동작대로29길 8 2층 (사당동),서울특별시 동작구 사당동  88번지 3호  ,3190000-101-2017-00213,중국식,샤브,136.59,사당제2동,,서울특별시 동작구 동작대로29길 8,37.4918913,126.9766919,11,중형음식점,동작구
3190000,2021,2021-11-29,광어삼촌,서울특별시 동작구 상도로37길 62 1층 (상도동),서울특별시 동작구 상도동  467번지 2호  ,3190000-101-2020-00102,회집,회,90.0,상도제1동,,서울특별시 동작구 상도로37길 62,37.5003784,126.9508288,11,소형음식점,동작구
3190000,2021,2021-11-29,스시진,서울특별시 동작구 상도로15길 131 지하1층 B107호 (상도동),서울특별시 동작구 상도동  363번지 164호  상도 휴엔하임,3190000-101-2018-00207,한식,초밥,36.8,상도제2동,,서울특별시 동작구 상도로15길 131,37.5038087,126.9358984,11,소형음식점,동작구
3190000,2021,2021-11-29,명동국수,서울특별시 동작구 상도로41길 12 (상도1동),서울특별시 동작구 상도1동  401번지 2호  1층,3190000-101-2020-00012,기타,국수,28.0,상도제1동,,서울특별시 동작구 상도로41길 12,37.5019809,126.9501998,11,소형음식점,동작구
3190000,2021,2021-11-29,내가찜한닭,서울특별시 동작구 흑석로 87 지상2층 (흑석동),서울특별시 동작구 흑석동  190번지 41호  ,3190000-101-2016-00173,한식,찜닭,132.72,흑석동,02  823 4400,서울특별시 동작구 흑석로 87,37.5078044,126.9612417,11,중형음식점,동작구
3190000,2021,2021-11-29,돈식당,서울특별시 동작구 사당로17길 7 (사당동),서울특별시 동작구 사당동  708번지 423호  ,3190000-101-2001-08084,식육(숯불구이),삼겹살,56.88,사당제3동,,서울특별시 동작구 사당로17길 7,37.48683035,126.97246965,11,소형음식점,동작구
3190000,2021,2021-11-29,산천칡냉면,서울특별시 동작구 사당로12길 2 2층 (사당동),서울특별시 동작구 사당동  250번지 7호  ,3190000-101-2019-00016,한식,냉면,85.0,사당제5동,,서울특별시 동작구 사당로12길 2,37.4846217,126.9707965,11,소형음식점,동작구
3190000,2021,2021-11-29,족발야시장 노량진점,서울특별시 동작구 만양로 110 (노량진동),서울특별시 동작구 노량진동  117번지 15호  ,3190000-101-1996-06205,통닭(치킨),물갈비,141.14,노량진제1동,02 8144931,서울특별시 동작구 만양로 110,37.5096477,126.9455378,11,중형음식점,동작구
3190000,2021,2021-11-29,청담김밥,서울특별시 동작구 사당로16길 28 (사당동),서울특별시 동작구 사당동  274번지 12호  ,3190000-101-2004-00018,한식,김밥,62.72,사당제4동,,서울특별시 동작구 사당로16길 28,37.4793124,126.9710357,11,소형음식점,동작구
3190000,2021,2021-11-29,2달러 2dollars&하루,서울특별시 동작구 흑석로 110 (흑석동),서울특별시 동작구 흑석동  183번지 1호  ,3190000-101-1996-07025,호프/통닭,초밥,164.77,흑석동,02 8237977,서울특별시 동작구 흑석로 110,37.5078044,126.9612417,11,중형음식점,동작구
3190000,2021,2021-11-29,친구네정육식당,서울특별시 동작구 여의대방로26길 22 1층 (대방동),서울특별시 동작구 대방동  416번지 13호  ,3190000-101-2019-00232,식육(숯불구이),생삼겹살,162.97,대방동,,서울특별시 동작구 여의대방로26길 22,37.4993151,126.9224784,11,중형음식점,동작구
3190000,2021,2021-11-29,하얼빈양꼬치,서울특별시 동작구 노량진로8길 53 1층 (노량진동),서울특별시 동작구 노량진동  37번지 8호  ,3190000-101-2019-00250,중국식,양꼬치,35.35,노량진제2동,,서울특별시 동작구 노량진로8길 53,37.5125866,126.9369799,11,소형음식점,동작구
3190000,2021,2021-11-29,가정떡볶이324,서울특별시 동작구 사당로 253-3 유창빌딩 1층 (사당동),서울특별시 동작구 사당동  324번지 14호  유창빌딩,3190000-101-2021-00124,기타,떡볶이,95.8,사당제3동,02  599 0324,서울특별시 동작구 사당로 253-3,37.4874795,126.9670259,11,소형음식점,동작구
3190000,2021,2021-11-29,Gustoria(구스토리아),서울특별시 동작구 양녕로 277 1층 102호 (상도1동),서울특별시 동작구 상도1동  624번지  ,3190000-101-2020-00227,경양식,파스타,33.0,상도제1동,,서울특별시 동작구 양녕로 277,37.4977126,126.9430465,11,소형음식점,동작구
3190000,2021,2021-11-29,육대장이수역점,서울특별시 동작구 동작대로31길 17 새소망믿음기도원 1층 (사당동),서울특별시 동작구 사당동  89번지 6호  새소망믿음기도원,3190000-101-2020-00193,한식,육개장,89.95,사당제2동,,서울특별시 동작구 동작대로31길 17,37.4890787,126.9805327,11,소형음식점,동작구
3190000,2021,2021-11-29,아시안보울,서울특별시 동작구 상도로 168 (상도동),서울특별시 동작구 상도동  364번지 23호  ,3190000-101-2008-00025,기타,쌀국수,34.8,상도제2동,,서울특별시 동작구 상도로 168,37.5029252,126.9358591,11,소형음식점,동작구
3220000,2021,2021-11-16,직화한상 스타필드코엑스몰점,서울특별시 강남구 영동대로 513 코엑스 지하1층 O-107호 (삼성동),서울특별시 강남구 삼성동  159번지  코엑스,3220000-101-2020-00643,한식,,74.56,삼성1동,,서울특별시 강남구 영동대로 513,37.50523,127.0666842,11,소형음식점,강남구
3220000,2021,2021-11-16,와인주막차차 압구정점,서울특별시 강남구 압구정로50길 22 지상2층 (신사동),서울특별시 강남구 신사동  658번지 1호  ,3220000-101-2014-00681,한식,,141.32,신사동,,서울특별시 강남구 압구정로50길 22,37.5273631,127.0380087,11,중형음식점,강남구
3220000,2021,2021-11-16,진주성,서울특별시 강남구 역삼로20길 14 지상1층 (역삼동),서울특별시 강남구 역삼동  792번지 54호  지상1층,3220000-101-2015-01016,한식,,84.55,역삼1동,,서울특별시 강남구 역삼로20길 14,37.4945846,127.0376353,11,소형음식점,강남구
3220000,2021,2021-11-16,신복면관,서울특별시 강남구 테헤란로4길 6 지하1층 B126127호 (역삼동 센트럴애비뉴),서울특별시 강남구 역삼동  825번지 19호  ,3220000-101-2015-01170,한식,,110.14,역삼1동,025631520,서울특별시 강남구 테헤란로4길 6,37.4957177,127.0298272,11,중형음식점,강남구
3220000,2021,2021-11-16,금강수림,서울특별시 강남구 강남대로 240 (도곡동양재SK허브프리모 지하2층),서울특별시 강남구 도곡동  953번지 1호  양재SK허브프리모 지하2층,3220000-101-2011-00829,한식,장어,284.81,도곡1동,025779992,서울특별시 강남구 강남대로 240,37.4885684,127.032187,11,중형음식점,강남구
3220000,2021,2021-11-16,바른정육식당,서울특별시 강남구 논현로131길 7 1층 (논현동),서울특별시 강남구 논현동  58번지 5호  1층,3220000-101-1988-12298,일식,,66.1,논현1동,02 5492926,서울특별시 강남구 논현로131길 7,37.514393,127.0294348,11,소형음식점,강남구
3220000,2021,2021-11-16,미로정,서울특별시 강남구 테헤란로33길 19 (역삼동지상2층),서울특별시 강남구 역삼동  671번지 27호  지상2층,3220000-101-2007-00232,한식,,129.2,역삼1동,,서울특별시 강남구 테헤란로33길 19,37.5023294,127.0394956,11,중형음식점,강남구
3220000,2021,2021-11-16,(주)닭으로가,서울특별시 강남구 언주로172길 55 (신사동(지상1층)),서울특별시 강남구 신사동  662번지 6호  (지상1층),3220000-101-2000-22512,한식,,165.3,압구정동,02,서울특별시 강남구 언주로172길 55,37.5272166,127.0368528,11,중형음식점,강남구
3220000,2021,2021-11-16,압구정제주집(狎鷗亭濟州緝),서울특별시 강남구 논현로152길 36 지상1층 (신사동),서울특별시 강남구 신사동  588번지 12호  ,3220000-101-2020-00574,한식,,67.01,신사동,,서울특별시 강남구 논현로152길 36,37.5213037,127.0300702,11,소형음식점,강남구
3220000,2021,2021-11-16,강남한우정육식당 삼성동지점,서울특별시 강남구 삼성로 546 백영빌딩 지상1층 (삼성동),서울특별시 강남구 삼성동  151번지 2호  백영빌딩,3220000-101-2020-00967,식육(숯불구이),,223.68,삼성1동,,서울특별시 강남구 삼성로 546,37.5215591,127.0488566,11,중형음식점,강남구
3220000,2021,2021-11-16,일등추어탕,서울특별시 강남구 선릉로 555 1층 101호 (역삼동),서울특별시 강남구 역삼동  683번지 26호  ,3220000-101-2015-00744,한식,,283.23,역삼1동,,서울특별시 강남구 선릉로 555,37.5257607,127.0399898,11,중형음식점,강남구
3220000,2021,2021-11-16,흑돈가,서울특별시 강남구 봉은사로86길 14 신정인터네셔널 지상1층지상2층 (삼성동),서울특별시 강남구 삼성동  147번지 15호  신정인터네셔널,3220000-101-2020-00409,한식,,1002.85,삼성1동,02  20510008,서울특별시 강남구 봉은사로86길 14,37.5125229,127.0568627,11,대형음식점,강남구
